Generated by http://statistics.gov.scot,2018-02-05T08:36:06+00:00
http://statistics.gov.scot/data/business-site-counts,Business Site Counts
measure type,Count
Industry Sector,All
Number Of Employees,All
Measure (cell values): ,Count(Business Sites)

,,http://reference.data.gov.uk/id/year/2008,http://reference.data.gov.uk/id/year/2009,http://reference.data.gov.uk/id/year/2010,http://reference.data.gov.uk/id/year/2011,http://reference.data.gov.uk/id/year/2012,http://reference.data.gov.uk/id/year/2013,http://reference.data.gov.uk/id/year/2014
http://statistics.gov.scot/id/statistical-geography/S02000168,Castle Douglas,360,355,350,355,355,350,345
http://statistics.gov.scot/id/statistical-geography/S02001064,Castlehill and Kincaidston,45,45,40,40,45,45,45
http://statistics.gov.scot/id/statistical-geography/S02000589,Castlemilk,25,25,25,30,30,30,45
http://statistics.gov.scot/id/statistical-geography/S02000599,Cathcart,95,95,95,100,105,105,110
http://statistics.gov.scot/id/statistical-geography/S02000189,Catherinefield,55,45,50,50,50,45,45
http://statistics.gov.scot/id/statistical-geography/S02000662,Central Easterhouse,20,30,25,30,30,25,25
http://statistics.gov.scot/id/statistical-geography/S02001053,Central Shetland,165,165,170,175,180,175,200
http://statistics.gov.scot/id/statistical-geography/S02000964,"Central, North Inch and South Inch",915,940,895,855,865,850,885
http://statistics.gov.scot/id/statistical-geography/S02000903,Chapelhall East,105,105,100,105,115,115,120
http://statistics.gov.scot/id/statistical-geography/S02000902,Chapelhall West,20,20,20,15,20,15,25
http://statistics.gov.scot/id/statistical-geography/S02001083,"Chapelton, Glengavel and Sandford",230,240,230,220,220,240,240
http://statistics.gov.scot/id/statistical-geography/S02000216,Charleston,45,40,40,40,40,40,40
http://statistics.gov.scot/id/statistical-geography/S02001029,Cheviot East,255,255,270,265,270,270,280
http://statistics.gov.scot/id/statistical-geography/S02001025,Cheviot West,255,260,255,240,250,250,255
http://statistics.gov.scot/id/statistical-geography/S02000925,Chryston and Muirhead,120,120,115,125,140,145,135
http://statistics.gov.scot/id/statistical-geography/S02000018,City Centre,1720,1625,1670,1645,1705,1700,1760
http://statistics.gov.scot/id/statistical-geography/S02000201,City Centre,830,855,785,770,780,765,770
http://statistics.gov.scot/id/statistical-geography/S02000658,City Centre East,1020,995,1005,990,1015,1055,1100
http://statistics.gov.scot/id/statistical-geography/S02000655,City Centre West,4055,4040,4035,3930,3895,3905,4040
http://statistics.gov.scot/id/statistical-geography/S02000152,"Clackmannan, Kennet and Forestmill",70,70,85,90,90,85,85
http://statistics.gov.scot/id/statistical-geography/S02000317,Clarkston and Sheddens,175,185,185,190,195,195,195
http://statistics.gov.scot/id/statistical-geography/S02000080,Clashindarroch,360,365,370,380,385,395,390
http://statistics.gov.scot/id/statistical-geography/S02000885,Cleland,135,130,125,130,140,145,140
http://statistics.gov.scot/id/statistical-geography/S02000400,Clermiston,40,40,30,35,45,45,60
http://statistics.gov.scot/id/statistical-geography/S02000394,Clerwood and Corstorphine (Hillview),60,55,60,60,60,55,70
http://statistics.gov.scot/id/statistical-geography/S02000911,Cliftonville South,210,200,180,175,180,180,170
http://statistics.gov.scot/id/statistical-geography/S02000348,Clovenstone and Drumbryden,75,80,65,65,65,75,75
http://statistics.gov.scot/id/statistical-geography/S02001081,Clydesdale South,190,185,180,175,180,180,185
http://statistics.gov.scot/id/statistical-geography/S02000913,Coatbridge West,100,95,95,100,100,95,100
http://statistics.gov.scot/id/statistical-geography/S02000915,Coatdyke and Whinhall,245,230,245,230,250,255,260
http://statistics.gov.scot/id/statistical-geography/S02001043,Coldstream and area,110,120,120,110,115,120,120
http://statistics.gov.scot/id/statistical-geography/S02000344,Colinton and Kingsknowe,95,100,100,95,105,110,125
http://statistics.gov.scot/id/statistical-geography/S02000880,Coltness,40,30,30,30,35,35,40
http://statistics.gov.scot/id/statistical-geography/S02000408,Comely Bank,165,120,120,120,130,120,120
http://statistics.gov.scot/id/statistical-geography/S02000336,Comiston and Swanston,95,95,90,90,95,115,115
http://statistics.gov.scot/id/statistical-geography/S02000960,"Comrie, Gilmerton and St Fillans",235,245,250,245,255,250,240
http://statistics.gov.scot/id/statistical-geography/S02000928,Condorrat,65,65,70,60,65,65,70
http://statistics.gov.scot/id/statistical-geography/S02000747,Conon and Muir of Ord,275,290,290,270,280,285,300
http://statistics.gov.scot/id/statistical-geography/S02000383,Corstorphine,235,230,225,220,230,250,270
http://statistics.gov.scot/id/statistical-geography/S02000976,Coupar Angus and Meigle,235,245,250,240,240,250,250
http://statistics.gov.scot/id/statistical-geography/S02000005,Cove North,545,545,575,600,600,570,590
http://statistics.gov.scot/id/statistical-geography/S02000001,Cove South,70,105,75,85,100,105,115
http://statistics.gov.scot/id/statistical-geography/S02000146,Cowal North,190,190,190,185,185,190,195
http://statistics.gov.scot/id/statistical-geography/S02000137,Cowal South,155,145,145,140,140,140,140
http://statistics.gov.scot/id/statistical-geography/S02000519,Cowdenbeath North,95,95,90,90,90,85,95
http://statistics.gov.scot/id/statistical-geography/S02000515,Cowdenbeath South,110,105,90,95,95,90,95
http://statistics.gov.scot/id/statistical-geography/S02000676,Cowlairs and Port Dundas,220,215,220,210,215,215,225
http://statistics.gov.scot/id/statistical-geography/S02001063,Coylton,110,135,115,125,125,130,135
http://statistics.gov.scot/id/statistical-geography/S02000663,Craigend and Ruchazie,240,240,245,250,255,260,260
http://statistics.gov.scot/id/statistical-geography/S02000406,Craigentinny,80,85,85,90,90,95,105
http://statistics.gov.scot/id/statistical-geography/S02000352,Craighouse and South Morningside,120,120,120,115,120,120,130
http://statistics.gov.scot/id/statistical-geography/S02000207,Craigie and Craigiebank,95,80,80,85,80,85,75
http://statistics.gov.scot/id/statistical-geography/S02000407,Craigleith,115,125,125,130,145,145,145
http://statistics.gov.scot/id/statistical-geography/S02000351,Craiglockhart,170,175,180,180,175,185,195
http://statistics.gov.scot/id/statistical-geography/S02000914,Craigneuk Airdrie,70,65,65,60,60,60,60
http://statistics.gov.scot/id/statistical-geography/S02000878,Craigneuk Wishaw,75,70,75,85,90,90,95
http://statistics.gov.scot/id/statistical-geography/S02001218,Craigshill,65,65,60,60,65,60,65
http://statistics.gov.scot/id/statistical-geography/S02000638,Craigton,75,70,65,65,70,75,75
http://statistics.gov.scot/id/statistical-geography/S02000569,Crail and Boarhills,115,115,105,105,120,110,115
http://statistics.gov.scot/id/statistical-geography/S02000421,Cramond,95,90,100,100,95,100,105
http://statistics.gov.scot/id/statistical-geography/S02000654,"Cranhill, Lightburn and Queenslie South",50,45,45,45,50,45,50
http://statistics.gov.scot/id/statistical-geography/S02000060,Crathes and Torphins,260,265,265,275,280,280,285
http://statistics.gov.scot/id/statistical-geography/S02000179,Cree Valley,250,250,250,235,235,240,250
http://statistics.gov.scot/id/statistical-geography/S02000958,Crieff North,115,125,120,110,115,115,120
http://statistics.gov.scot/id/statistical-geography/S02000957,Crieff South,205,215,210,205,210,195,200
http://statistics.gov.scot/id/statistical-geography/S02000193,Crocketford and Carsphairn,350,340,335,340,335,320,330
http://statistics.gov.scot/id/statistical-geography/S02000065,Cromar and Kildrummy,340,340,340,340,345,345,350
http://statistics.gov.scot/id/statistical-geography/S02000318,Crookfur and Fruin,120,120,130,125,170,170,180
http://statistics.gov.scot/id/statistical-geography/S02000606,Crookston North,25,25,20,20,20,15,15
http://statistics.gov.scot/id/statistical-geography/S02000601,Crookston South,40,45,40,35,40,35,35
http://statistics.gov.scot/id/statistical-geography/S02000329,Cross Stobbs,50,60,65,70,75,65,60
http://statistics.gov.scot/id/statistical-geography/S02001096,"Crossford, Braidwood and Yieldshields",150,155,145,140,135,130,140
http://statistics.gov.scot/id/statistical-geography/S02000491,"Crossford, Charleston and Limekilns",120,120,125,115,135,135,135
http://statistics.gov.scot/id/statistical-geography/S02000498,Crossgates and Halbeath,110,120,125,125,125,120,125
http://statistics.gov.scot/id/statistical-geography/S02000249,Crosshouse and Gatehead Rural,90,95,85,95,110,105,115
http://statistics.gov.scot/id/statistical-geography/S02001105,Crosshouse and Lindsayfield,40,45,50,45,45,40,50
http://statistics.gov.scot/id/statistical-geography/S02000082,Cruden,170,185,180,175,185,190,195
http://statistics.gov.scot/id/statistical-geography/S02000820,"Cullen, Portknockie, Findochty, Drybridge and Berryhillock",205,205,200,200,195,190,195
http://statistics.gov.scot/id/statistical-geography/S02000003,Culter,170,190,185,185,190,200,215
http://statistics.gov.scot/id/statistical-geography/S02000004,"Cults, Bieldside and Milltimber East",275,295,305,330,345,360,380
http://statistics.gov.scot/id/statistical-geography/S02000007,"Cults, Bieldside and Milltimber West",175,180,185,185,185,195,200
http://statistics.gov.scot/id/statistical-geography/S02000934,Cumbernauld Central,175,185,190,180,185,185,200
http://statistics.gov.scot/id/statistical-geography/S02000030,Cummings Park,35,35,30,30,30,30,45
http://statistics.gov.scot/id/statistical-geography/S02000236,Cumnock North,165,155,145,150,155,140,150
http://statistics.gov.scot/id/statistical-geography/S02000237,Cumnock Rural,240,245,230,230,225,240,235
http://statistics.gov.scot/id/statistical-geography/S02000234,Cumnock South and Craigens,50,45,45,45,40,35,35
http://statistics.gov.scot/id/statistical-geography/S02000575,Cupar Central,215,215,205,200,210,205,205
http://statistics.gov.scot/id/statistical-geography/S02000574,Cupar East,155,155,150,140,150,145,155
http://statistics.gov.scot/id/statistical-geography/S02000573,Cupar West and Springfield,95,95,100,100,95,90,95
http://statistics.gov.scot/id/statistical-geography/S02000337,Currie East,75,65,75,75,80,75,85
http://statistics.gov.scot/id/statistical-geography/S02000339,Currie West,120,120,125,110,115,115,115
http://statistics.gov.scot/id/statistical-geography/S02000571,"Dairsie, Ceres and Dunino",155,150,150,135,140,145,140
http://statistics.gov.scot/id/statistical-geography/S02000167,Dalbeattie,245,240,240,230,225,225,225
http://statistics.gov.scot/id/statistical-geography/S02000484,Dalgety Bay Central,90,90,90,95,100,105,100
http://statistics.gov.scot/id/statistical-geography/S02000487,Dalgety Bay East,175,160,170,155,155,155,165
http://statistics.gov.scot/id/statistical-geography/S02000485,Dalgety Bay West and Hillend,60,70,70,75,85,85,90
http://statistics.gov.scot/id/statistical-geography/S02000805,Dalkeith,175,175,170,155,160,160,165
http://statistics.gov.scot/id/statistical-geography/S02000370,Dalkeith Rd,140,130,175,175,145,140,150
http://statistics.gov.scot/id/statistical-geography/S02000619,Dalmarnock,120,115,105,100,95,90,95
http://statistics.gov.scot/id/statistical-geography/S02001068,Dalmilling and Craigie,35,35,30,35,35,35,40
http://statistics.gov.scot/id/statistical-geography/S02000859,Dalry East and Rural,130,125,125,120,130,125,155
http://statistics.gov.scot/id/statistical-geography/S02000861,Dalry West,45,50,45,45,50,55,60
http://statistics.gov.scot/id/statistical-geography/S02000381,Dalry and Fountainbridge,225,195,185,195,210,220,235
http://statistics.gov.scot/id/statistical-geography/S02000040,Danestone,90,85,115,115,145,160,155
http://statistics.gov.scot/id/statistical-geography/S02000587,Darnley East,80,65,100,95,105,120,90
http://statistics.gov.scot/id/statistical-geography/S02000590,Darnley North,60,80,70,70,70,60,55
http://statistics.gov.scot/id/statistical-geography/S02000586,Darnley West,50,45,80,80,80,85,95
http://statistics.gov.scot/id/statistical-geography/S02000247,Darvel,80,75,75,65,65,75,80
http://statistics.gov.scot/id/statistical-geography/S02000253,Dean and New Farm Loch North,35,30,35,30,25,30,30
http://statistics.gov.scot/id/statistical-geography/S02000389,"Dean, West End and West Coates",2020,1890,1825,1730,1735,1775,1810
http://statistics.gov.scot/id/statistical-geography/S02001221,Deans,135,145,135,110,105,130,140
http://statistics.gov.scot/id/statistical-geography/S02001229,Dechmont,120,115,105,105,110,115,120
http://statistics.gov.scot/id/statistical-geography/S02001211,Dedridge,145,150,145,145,125,130,145
http://statistics.gov.scot/id/statistical-geography/S02000093,Deer and Mormond,290,285,285,295,295,305,315
http://statistics.gov.scot/id/statistical-geography/S02000046,Denmore,215,220,230,235,250,285,275
http://statistics.gov.scot/id/statistical-geography/S02000650,Dennistoun,100,95,95,95,105,110,105
http://statistics.gov.scot/id/statistical-geography/S02000659,Dennistoun North and Alexandra Parade,140,145,150,155,170,170,180
http://statistics.gov.scot/id/statistical-geography/S02000752,Dingwall,295,285,290,285,300,300,310
http://statistics.gov.scot/id/statistical-geography/S02000203,Docks and Wellgate,320,315,330,325,335,325,340
http://statistics.gov.scot/id/statistical-geography/S02000161,Dollar and Muckhart,140,135,130,135,145,150,155
http://statistics.gov.scot/id/statistical-geography/S02000231,Doon Valley North,60,70,60,65,70,70,70
http://statistics.gov.scot/id/statistical-geography/S02000230,Doon Valley South,70,70,70,65,70,70,65
http://statistics.gov.scot/id/statistical-geography/S02000451,Douglas,65,65,70,70,65,65,65
http://statistics.gov.scot/id/statistical-geography/S02000218,Douglas East,40,50,50,45,50,50,50
http://statistics.gov.scot/id/statistical-geography/S02000222,Douglas West,40,35,40,35,35,30,40
http://statistics.gov.scot/id/statistical-geography/S02001082,"Douglas, Coalburn and Rigside",125,120,120,110,120,110,100
http://statistics.gov.scot/id/statistical-geography/S02000681,Dowanhill,250,225,235,240,230,240,235
http://statistics.gov.scot/id/statistical-geography/S02000227,Downfield,45,40,45,40,35,40,50
http://statistics.gov.scot/id/statistical-geography/S02000834,Dreghorn,50,55,50,50,55,50,55
http://statistics.gov.scot/id/statistical-geography/S02000233,Drongan,40,45,40,40,40,40,40
http://statistics.gov.scot/id/statistical-geography/S02000715,Drumchapel North,15,15,20,15,15,15,15
http://statistics.gov.scot/id/statistical-geography/S02000712,Drumchapel South,90,90,90,90,95,85,85
http://statistics.gov.scot/id/statistical-geography/S02000917,Drumgelloch,65,65,65,65,65,60,70
http://statistics.gov.scot/id/statistical-geography/S02000660,Drumoyne and Shieldhall,355,365,360,355,365,245,260
http://statistics.gov.scot/id/statistical-geography/S02000716,Drumry East,40,35,35,35,40,40,40
http://statistics.gov.scot/id/statistical-geography/S02000714,Drumry West,50,50,45,50,50,55,55
http://statistics.gov.scot/id/statistical-geography/S02000411,Drylaw,50,60,45,45,45,45,50
http://statistics.gov.scot/id/statistical-geography/S02000384,Duddingston,75,80,85,80,85,95,100
http://statistics.gov.scot/id/statistical-geography/S02000184,Dumfries East,135,135,140,135,140,130,150
http://statistics.gov.scot/id/statistical-geography/S02000180,Dumfries South,105,100,100,95,95,85,85
http://statistics.gov.scot/id/statistical-geography/S02000183,Dumfries West,150,150,150,150,155,145,160
http://statistics.gov.scot/id/statistical-geography/S02001181,Dunblane East,175,160,155,175,180,180,200
http://statistics.gov.scot/id/statistical-geography/S02001180,Dunblane West,165,175,175,175,185,190,190
http://statistics.gov.scot/id/statistical-geography/S02001080,"Dundonald, Loans and Symington",190,200,210,200,200,210,225
http://statistics.gov.scot/id/statistical-geography/S02000909,Dundyvan,135,125,120,125,135,135,140
http://statistics.gov.scot/id/statistical-geography/S02000061,"Dunecht, Durris and Drumoak",440,440,445,470,475,480,480
http://statistics.gov.scot/id/statistical-geography/S02000497,Dunfermline Abbeyview North,30,25,25,25,30,35,35
http://statistics.gov.scot/id/statistical-geography/S02000494,Dunfermline Abbeyview South,10,10,15,15,15,15,20
http://statistics.gov.scot/id/statistical-geography/S02000504,Dunfermline Baldridgeburn,105,100,105,95,95,110,105
http://statistics.gov.scot/id/statistical-geography/S02000509,Dunfermline Bellyeoman,60,55,50,55,65,60,70
http://statistics.gov.scot/id/statistical-geography/S02000496,Dunfermline Brucefield,55,50,50,50,60,60,65
http://statistics.gov.scot/id/statistical-geography/S02000499,Dunfermline Central,555,545,535,535,530,515,500
http://statistics.gov.scot/id/statistical-geography/S02000493,Dunfermline East and Pitcorthie East,220,245,255,280,305,320,385
http://statistics.gov.scot/id/statistical-geography/S02000503,Dunfermline Garvock Hill,60,70,70,65,60,60,65
http://statistics.gov.scot/id/statistical-geography/S02000505,Dunfermline Headwell,75,70,65,60,65,65,75
http://statistics.gov.scot/id/statistical-geography/S02000510,Dunfermline Milesmark and Wellwood,65,65,70,70,75,75,80
http://statistics.gov.scot/id/statistical-geography/S02000492,Dunfermline Pitcorthie West,90,85,100,105,100,105,110
http://statistics.gov.scot/id/statistical-geography/S02000502,Dunfermline Touch and Woodmill,30,30,35,35,30,30,30
http://statistics.gov.scot/id/statistical-geography/S02000513,Dunfermline Townhill and Kingseat,60,60,75,70,75,70,70
http://statistics.gov.scot/id/statistical-geography/S02000479,Dunipace,60,60,60,60,60,60,70
http://statistics.gov.scot/id/statistical-geography/S02000135,Dunoon,230,230,225,205,210,200,215
http://statistics.gov.scot/id/statistical-geography/S02001046,Duns,150,145,140,140,140,140,135
http://statistics.gov.scot/id/statistical-geography/S02000328,"Dunterlie, East Arthurlie and Dovecothall",215,215,210,200,200,210,225
http://statistics.gov.scot/id/statistical-geography/S02000073,Durno-Chapel of Garioch,370,355,390,400,410,450,465
http://statistics.gov.scot/id/statistical-geography/S02000047,Dyce,455,495,470,440,450,505,515
http://statistics.gov.scot/id/statistical-geography/S02000528,Dysart,95,100,90,85,85,85,85
http://statistics.gov.scot/id/statistical-geography/S02000310,Eaglesham and Waterfoot,130,130,130,125,130,140,155
http://statistics.gov.scot/id/statistical-geography/S02000244,Earlston and Hurlford Rural,155,165,150,155,155,155,165
http://statistics.gov.scot/id/statistical-geography/S02001044,"Earlston, Lauder and Stow area",420,425,420,410,420,425,440
http://statistics.gov.scot/id/statistical-geography/S02001128,Earnock,45,50,50,45,50,55,65
http://statistics.gov.scot/id/statistical-geography/S02000056,East Cairngorms,250,245,250,235,235,235,235
http://statistics.gov.scot/id/statistical-geography/S02001213,East Calder,80,80,85,85,90,90,95
http://statistics.gov.scot/id/statistical-geography/S02000284,East Clober and Mains Estate,60,60,55,60,70,65,65
http://statistics.gov.scot/id/statistical-geography/S02000388,East Craigs,95,95,100,100,115,125,130
http://statistics.gov.scot/id/statistical-geography/S02000945,East Kirkwall,85,85,90,90,90,80,90
http://statistics.gov.scot/id/statistical-geography/S02000943,East Mainland,295,290,305,295,300,310,330
http://statistics.gov.scot/id/statistical-geography/S02001130,East Mains,195,195,190,180,180,180,195
http://statistics.gov.scot/id/statistical-geography/S02000424,East Trinity and Bonnyhaugh,180,180,175,180,185,180,200
http://statistics.gov.scot/id/statistical-geography/S02001054,East and West Mainland,215,210,215,220,235,230,235
http://statistics.gov.scot/id/statistical-geography/S02000653,Easterhouse East,15,15,10,15,15,15,20
http://statistics.gov.scot/id/statistical-geography/S02000801,Easthouses,25,30,30,35,35,35,35
http://statistics.gov.scot/id/statistical-geography/S02001115,Eddlewood,35,35,30,30,40,40,45
http://statistics.gov.scot/id/statistical-geography/S02000999,Elderslie and Phoenix,160,175,180,175,170,175,200
http://statistics.gov.scot/id/statistical-geography/S02000824,Elgin Bishopmill East and Ladyhill,270,250,260,260,260,255,255
http://statistics.gov.scot/id/statistical-geography/S02000825,Elgin Bishopmill West and Newfield,35,35,35,35,40,35,40
http://statistics.gov.scot/id/statistical-geography/S02000823,Elgin Cathedral to Ashgrove and Pinefield,300,300,290,265,265,270,270
http://statistics.gov.scot/id/statistical-geography/S02000822,Elgin Central West,155,150,155,145,150,160,170
http://statistics.gov.scot/id/statistical-geography/S02001220,Eliburn,80,85,65,75,80,90,95
http://statistics.gov.scot/id/statistical-geography/S02000564,"Elie, Colinsburgh and Largoward",145,145,135,140,140,145,140
http://statistics.gov.scot/id/statistical-geography/S02000076,Ellon East,240,230,230,225,225,240,250
http://statistics.gov.scot/id/statistical-geography/S02000077,Ellon West,95,95,110,105,115,105,110
http://statistics.gov.scot/id/statistical-geography/S02000970,Errol and Inchture,125,110,125,120,115,120,130
http://statistics.gov.scot/id/statistical-geography/S02001018,Erskine Central,75,75,75,75,80,80,90
http://statistics.gov.scot/id/statistical-geography/S02001017,Erskine East and Inchinnan,70,70,80,80,80,75,90
http://statistics.gov.scot/id/statistical-geography/S02001019,Erskine West,55,65,65,60,55,55,60
http://statistics.gov.scot/id/statistical-geography/S02000804,Eskbank,230,225,210,215,225,235,235
http://statistics.gov.scot/id/statistical-geography/S02001028,"Ettrick, Yarrow and Yair",285,255,255,260,260,245,250
http://statistics.gov.scot/id/statistical-geography/S02001049,Eyemouth,130,130,125,115,120,115,120
http://statistics.gov.scot/id/statistical-geography/S02001122,Fairhill,25,25,25,25,30,25,30
http://statistics.gov.scot/id/statistical-geography/S02000860,Fairlie and Rural,175,180,180,180,180,190,190
http://statistics.gov.scot/id/statistical-geography/S02000335,Fairmilehead,105,110,110,120,125,130,145
http://statistics.gov.scot/id/statistical-geography/S02000219,Fairmuir,185,185,185,185,195,185,220
http://statistics.gov.scot/id/statistical-geography/S02000452,Falkirk Town Centre and Callendar Park,440,460,445,430,430,430,440
http://statistics.gov.scot/id/statistical-geography/S02000567,Falkland and Freuchie,95,100,100,100,105,95,95
http://statistics.gov.scot/id/statistical-geography/S02001170,Fallin,85,95,90,95,95,85,90
http://statistics.gov.scot/id/statistical-geography/S02000895,Fallside,105,110,95,100,105,100,110
http://statistics.gov.scot/id/statistical-geography/S02000473,"Fankerton, Stoneywood and Denny Town",175,170,165,170,170,170,180
http://statistics.gov.scot/id/statistical-geography/S02001162,Farme Cross and Gallowflat North,210,195,200,185,175,175,185
http://statistics.gov.scot/id/statistical-geography/S02001204,Fauldhouse,80,70,70,65,65,65,65
http://statistics.gov.scot/id/statistical-geography/S02001146,Fernhill and Cathkin,35,30,35,35,45,45,50
http://statistics.gov.scot/id/statistical-geography/S02000343,"Ferniehill,  South Moredun and Craigour",50,50,55,50,50,50,60
http://statistics.gov.scot/id/statistical-geography/S02000016,Ferryhill North,220,245,220,245,290,300,300
http://statistics.gov.scot/id/statistical-geography/S02000010,Ferryhill South,160,180,185,210,225,230,245
http://statistics.gov.scot/id/statistical-geography/S02000053,"Fetteresso, Netherley and Catter",285,305,300,320,340,355,340
http://statistics.gov.scot/id/statistical-geography/S02000815,"Findhorn, Kinloss and Pluscarden Valley",150,150,140,140,145,135,140
http://statistics.gov.scot/id/statistical-geography/S02000661,Finnieston and Kelvinhaugh,560,570,550,535,555,550,580
http://statistics.gov.scot/id/statistical-geography/S02000229,Fintry,70,65,65,65,80,80,85
http://statistics.gov.scot/id/statistical-geography/S02000675,Firhill,150,145,140,145,140,130,150
http://statistics.gov.scot/id/statistical-geography/S02000158,"Fishcross, Devon Village and Coalsnaughton",50,40,35,40,35,40,45
http://statistics.gov.scot/id/statistical-geography/S02000173,Fleet,300,285,300,300,295,275,295
http://statistics.gov.scot/id/statistical-geography/S02000813,"Fochabers, Aultmore, Clochan and Ordiquish",110,105,115,110,110,110,115
http://statistics.gov.scot/id/statistical-geography/S02000119,Forfar Central,245,250,250,235,235,240,255
http://statistics.gov.scot/id/statistical-geography/S02000120,Forfar East,175,175,185,180,170,160,160
http://statistics.gov.scot/id/statistical-geography/S02000118,Forfar West,90,85,80,75,85,85,90
http://statistics.gov.scot/id/statistical-geography/S02000886,Forgewood,75,80,90,90,85,90,100
http://statistics.gov.scot/id/statistical-geography/S02000817,Forres Central East and seaward,195,190,180,180,175,180,175
http://statistics.gov.scot/id/statistical-geography/S02000814,Forres South West and Mannachie,85,85,85,80,80,75,85
http://statistics.gov.scot/id/statistical-geography/S02000366,Forrester Park and Broomhall,45,40,45,50,55,50,50
http://statistics.gov.scot/id/statistical-geography/S02000719,Fort William North,140,140,140,125,135,140,145
http://statistics.gov.scot/id/statistical-geography/S02000717,Fort William South,340,340,320,315,320,310,310
http://statistics.gov.scot/id/statistical-geography/S02001113,"Forth, Braehead and Auchengray",135,135,140,145,145,140,140
http://statistics.gov.scot/id/statistical-geography/S02001173,Forthside,435,415,460,465,460,450,465
http://statistics.gov.scot/id/statistical-geography/S02000103,Fraserburgh Central-Academy,60,65,60,65,70,70,80
http://statistics.gov.scot/id/statistical-geography/S02000104,Fraserburgh Harbour and Broadsea,390,380,385,375,375,365,355
http://statistics.gov.scot/id/statistical-geography/S02000102,Fraserburgh Lochpots,35,35,40,40,35,35,35
http://statistics.gov.scot/id/statistical-geography/S02000101,Fraserburgh Smiddyhill,135,145,165,160,165,155,155
http://statistics.gov.scot/id/statistical-geography/S02000122,Friockheim,380,380,385,390,395,405,415
http://statistics.gov.scot/id/statistical-geography/S02000029,"Froghall, Powis and Sunnybank",100,95,95,105,110,120,140
http://statistics.gov.scot/id/statistical-geography/S02000081,Fyvie-Rothie,265,270,265,265,280,285,285
http://statistics.gov.scot/id/statistical-geography/S02001038,Galashiels North,225,230,225,210,220,215,215
http://statistics.gov.scot/id/statistical-geography/S02001035,Galashiels South,140,155,155,140,140,140,145
http://statistics.gov.scot/id/statistical-geography/S02001037,Galashiels West,125,125,130,120,120,110,110
http://statistics.gov.scot/id/statistical-geography/S02000647,Gallowgate North and Bellgrove,130,140,135,135,115,100,105
http://statistics.gov.scot/id/statistical-geography/S02000242,Galston,90,95,90,90,80,90,85
http://statistics.gov.scot/id/statistical-geography/S02000961,Gannochy and Walnut Grove,130,125,120,115,125,125,120
http://statistics.gov.scot/id/statistical-geography/S02000096,Gardenstown and King Edward,250,240,245,260,260,265,285
http://statistics.gov.scot/id/statistical-geography/S02000143,Garelochhead,145,130,145,145,150,140,145
http://statistics.gov.scot/id/statistical-geography/S02000062,Garlogie and Elrick,120,135,125,125,145,150,165
http://statistics.gov.scot/id/statistical-geography/S02000645,Garrowhill East and Swinton,85,95,100,100,110,120,140
http://statistics.gov.scot/id/statistical-geography/S02000636,Garrowhill West,115,110,110,105,110,115,110
http://statistics.gov.scot/id/statistical-geography/S02000924,Gartcosh and Marnock,135,150,130,140,155,160,165
http://statistics.gov.scot/id/statistical-geography/S02000674,"Garthamlock, Auchinlea and Gartloch",75,70,105,120,135,115,130
http://statistics.gov.scot/id/statistical-geography/S02000008,Garthdee,60,50,75,70,80,75,95
http://statistics.gov.scot/id/statistical-geography/S02000912,Gartlea,40,45,40,40,50,50,45
http://statistics.gov.scot/id/statistical-geography/S02000024,George Street,395,400,395,395,410,420,440
http://statistics.gov.scot/id/statistical-geography/S02000181,Georgetown,25,30,30,25,25,25,20
http://statistics.gov.scot/id/statistical-geography/S02001059,Girvan Ailsa,155,155,150,145,150,140,140
http://statistics.gov.scot/id/statistical-geography/S02001058,Girvan Glendoune,15,15,15,10,10,10,10
http://statistics.gov.scot/id/statistical-geography/S02000668,Glasgow Harbour and  Partick South,140,115,135,140,155,160,165
http://statistics.gov.scot/id/statistical-geography/S02001098,"Glassford, Quarter and Allanton",105,100,110,110,110,110,120
http://statistics.gov.scot/id/statistical-geography/S02000954,"Glenfarg, Dunning and Rhynd",285,275,290,315,320,300,305
http://statistics.gov.scot/id/statistical-geography/S02000922,Glenmavis and Greengairs,120,120,115,115,115,120,130
http://statistics.gov.scot/id/statistical-geography/S02000549,Glenrothes Auchmuty,15,10,10,10,10,10,15
http://statistics.gov.scot/id/statistical-geography/S02000559,"Glenrothes Balfarg, Pitcairn and Coul",50,45,55,55,60,50,55
http://statistics.gov.scot/id/statistical-geography/S02000561,Glenrothes Balgeddie,90,85,90,90,90,90,90
http://statistics.gov.scot/id/statistical-geography/S02000556,Glenrothes Cadham and Pitcoudie,35,35,40,40,40,40,40
http://statistics.gov.scot/id/statistical-geography/S02000548,Glenrothes Caskieberran and Rimbleton,60,60,65,70,70,75,75
http://statistics.gov.scot/id/statistical-geography/S02000560,Glenrothes Collydean,15,15,20,20,20,25,25
http://statistics.gov.scot/id/statistical-geography/S02000553,Glenrothes Macedonia and Tanshall,40,35,30,35,35,30,35
http://statistics.gov.scot/id/statistical-geography/S02000544,Glenrothes Pitteuchar,80,80,80,75,75,75,80
http://statistics.gov.scot/id/statistical-geography/S02000554,Glenrothes South Parks,235,235,215,220,220,205,210
http://statistics.gov.scot/id/statistical-geography/S02000542,Glenrothes Stenton and Finglassie,190,195,205,215,230,225,230
